workday_id,student_id,project_id,work_date,hours_worked,daily_salary
W000581,S00048,P004,2024-03-25,8,318.24
W000582,S00048,P004,2024-05-04,6,238.68
W000583,S00048,P004,2024-03-28,4,159.12
W000584,S00048,P004,2024-04-03,6,238.68
W000585,S00048,P004,2024-03-02,8,318.24
W000586,S00048,P004,2024-05-01,5,198.9
W000587,S00048,P004,2024-04-22,7,278.46
W000588,S00049,P004,2024-05-26,6,238.68
W000589,S00049,P004,2024-06-01,6,238.68
W000590,S00049,P004,2024-05-07,6,238.68
W000591,S00049,P004,2024-05-06,4,159.12
W000592,S00049,P004,2024-05-14,5,198.9
W000593,S00049,P004,2024-05-10,5,198.9
W000594,S00049,P004,2024-04-29,8,318.24
W000595,S00049,P004,2024-02-21,7,278.46
W000596,S00049,P004,2024-05-05,4,159.12
W000597,S00049,P004,2024-05-12,5,198.9
W000598,S00049,P004,2024-06-03,4,159.12
W000599,S00049,P004,2024-05-16,4,159.12
W000600,S00049,P004,2024-03-23,8,318.24
W000601,S00049,P004,2024-03-12,5,198.9
W000602,S00049,P004,2024-05-17,7,278.46
W000603,S00049,P004,2024-05-25,7,278.46
W000604,S00050,P004,2024-04-01,4,166.68
W000605,S00050,P004,2024-03-09,4,166.68
W000606,S00050,P004,2024-04-05,6,250.02
W000607,S00050,P004,2024-03-28,7,291.69
W000608,S00050,P004,2024-05-20,7,291.69
W000609,S00050,P004,2024-03-30,7,291.69
W000610,S00050,P004,2024-05-27,8,333.36
W000611,S00050,P004,2024-04-30,7,291.69
W000612,S00050,P004,2024-05-04,7,291.69
W000613,S00050,P004,2024-02-28,6,250.02
W000614,S00050,P004,2024-06-10,5,208.35
W000615,S00050,P004,2024-02-24,8,333.36
W000616,S00050,P004,2024-03-08,4,166.68
W000617,S00050,P004,2024-05-24,6,250.02
W000618,S00050,P004,2024-05-07,7,291.69
W000619,S00051,P004,2024-03-25,7,291.69
W000620,S00051,P004,2024-05-14,8,333.36
W000621,S00051,P004,2024-05-03,4,166.68
W000622,S00051,P004,2024-04-20,4,166.68
W000623,S00051,P004,2024-04-25,5,208.35
W000624,S00051,P004,2024-05-13,6,250.02
W000625,S00051,P004,2024-03-28,5,208.35
W000626,S00051,P004,2024-02-23,5,208.35
W000627,S00051,P004,2024-03-17,6,250.02
W000628,S00052,P004,2024-03-30,8,333.36
W000629,S00052,P004,2024-03-04,8,333.36
W000630,S00052,P004,2024-02-18,6,250.02
W000631,S00052,P004,2024-04-21,4,166.68
W000632,S00052,P004,2024-05-23,7,291.69
W000633,S00052,P004,2024-04-13,4,166.68
W000634,S00052,P004,2024-03-11,7,291.69
W000635,S00052,P004,2024-03-05,4,166.68
W000636,S00052,P004,2024-04-06,7,291.69
W000637,S00052,P004,2024-04-26,4,166.68
W000638,S00052,P004,2024-05-18,6,250.02
W000639,S00052,P004,2024-03-18,8,333.36
W000640,S00053,P004,2024-05-01,6,250.02
W000641,S00053,P004,2024-04-09,4,166.68
W000642,S00053,P004,2024-05-18,7,291.69
W000643,S00053,P004,2024-05-09,4,166.68
W000644,S00053,P004,2024-04-11,5,208.35
W000645,S00053,P004,2024-03-26,7,291.69
W000646,S00053,P004,2024-03-03,8,333.36
W000647,S00053,P004,2024-02-20,7,291.69
W000648,S00053,P004,2024-03-30,8,333.36
W000649,S00053,P004,2024-03-10,4,166.68
W000650,S00053,P004,2024-05-30,7,291.69
W000651,S00053,P004,2024-05-07,6,250.02
W000652,S00053,P004,2024-04-16,6,250.02
W000653,S00053,P004,2024-06-03,5,208.35
W000654,S00054,P004,2024-05-27,5,208.35
W000655,S00054,P004,2024-03-10,4,166.68
W000656,S00054,P004,2024-02-27,5,208.35
W000657,S00054,P004,2024-04-23,6,250.02
W000658,S00054,P004,2024-05-09,5,208.35
W000659,S00054,P004,2024-03-03,5,208.35
W000660,S00054,P004,2024-04-25,8,333.36
W000661,S00054,P004,2024-03-13,5,208.35
W000662,S00054,P004,2024-04-02,4,166.68
W000663,S00054,P004,2024-05-21,5,208.35
W000664,S00054,P004,2024-06-01,7,291.69
W000665,S00054,P004,2024-05-10,7,291.69
W000666,S00054,P004,2024-03-07,8,333.36
W000667,S00055,P004,2024-05-15,6,184.44
W000668,S00055,P004,2024-06-09,8,245.92
W000669,S00055,P004,2024-04-30,4,122.96
W000670,S00055,P004,2024-05-10,6,184.44
W000671,S00055,P004,2024-05-09,8,245.92
W000672,S00055,P004,2024-05-07,4,122.96
W000673,S00055,P004,2024-03-30,6,184.44
W000674,S00055,P004,2024-06-07,7,215.18
W000675,S00055,P004,2024-05-08,7,215.18
W000676,S00055,P004,2024-03-29,4,122.96
W000677,S00055,P004,2024-03-08,4,122.96
W000678,S00055,P004,2024-04-14,6,184.44
W000679,S00055,P004,2024-02-26,6,184.44
W000680,S00055,P004,2024-04-18,4,122.96
W000681,S00055,P004,2024-03-27,4,122.96
W000682,S00056,P004,2024-04-07,5,153.7
W000683,S00056,P004,2024-04-17,4,122.96
W000684,S00056,P004,2024-05-02,7,215.18
W000685,S00056,P004,2024-04-28,4,122.96
W000686,S00056,P004,2024-05-29,6,184.44
W000687,S00056,P004,2024-05-22,4,122.96
W000688,S00056,P004,2024-02-23,8,245.92
W000689,S00056,P004,2024-04-15,5,153.7
W000690,S00056,P004,2024-05-31,4,122.96
W000691,S00056,P004,2024-05-01,5,153.7
W000692,S00056,P004,2024-05-11,7,215.18
W000693,S00056,P004,2024-03-13,7,215.18
W000694,S00056,P004,2024-03-30,8,245.92
W000695,S00056,P004,2024-05-05,8,245.92
W000696,S00056,P004,2024-04-18,8,245.92
W000697,S00056,P004,2024-04-22,5,153.7
W000698,S00057,P004,2024-04-05,4,122.96
W000699,S00057,P004,2024-03-25,6,184.44
W000700,S00057,P004,2024-04-07,4,122.96
W000701,S00057,P004,2024-04-10,8,245.92
W000702,S00057,P004,2024-05-27,7,215.18
W000703,S00057,P004,2024-04-01,6,184.44
W000704,S00057,P004,2024-05-14,6,184.44
W000705,S00057,P004,2024-05-04,8,245.92
W000706,S00057,P004,2024-02-24,5,153.7
W000707,S00057,P004,2024-05-29,6,184.44
W000708,S00057,P004,2024-05-08,4,122.96
W000709,S00057,P004,2024-05-10,8,245.92
W000710,S00057,P004,2024-03-31,5,153.7
W000711,S00058,P005,2024-04-09,8,205.92
W000712,S00058,P005,2024-04-20,6,154.44
W000713,S00058,P005,2024-03-17,4,102.96
W000714,S00058,P005,2024-05-16,6,154.44
W000715,S00058,P005,2024-03-11,6,154.44
W000716,S00058,P005,2024-05-20,5,128.7
W000717,S00058,P005,2024-05-11,5,128.7
W000718,S00058,P005,2024-04-18,6,154.44
W000719,S00058,P005,2024-04-12,7,180.18
W000720,S00058,P005,2024-05-18,5,128.7
W000721,S00058,P005,2024-05-07,5,128.7
W000722,S00058,P005,2024-03-12,5,128.7
W000723,S00058,P005,2024-04-24,5,128.7
W000724,S00059,P005,2024-04-07,5,128.7
W000725,S00059,P005,2024-03-13,5,128.7
W000726,S00059,P005,2024-05-04,5,128.7
W000727,S00059,P005,2024-05-09,8,205.92
W000728,S00059,P005,2024-05-07,5,128.7
W000729,S00059,P005,2024-03-05,7,180.18
W000730,S00059,P005,2024-04-13,4,102.96
W000731,S00059,P005,2024-03-17,7,180.18
W000732,S00059,P005,2024-04-18,6,154.44
W000733,S00060,P005,2024-04-26,8,205.92
W000734,S00060,P005,2024-05-18,7,180.18
W000735,S00060,P005,2024-04-06,7,180.18
W000736,S00060,P005,2024-04-27,6,154.44
W000737,S00060,P005,2024-03-30,7,180.18
W000738,S00060,P005,2024-05-08,8,205.92
W000739,S00060,P005,2024-03-31,8,205.92
W000740,S00060,P005,2024-04-09,7,180.18
W000741,S00060,P005,2024-04-30,5,128.7
W000742,S00060,P005,2024-03-25,5,128.7
W000743,S00060,P005,2024-04-17,8,205.92
W000744,S00061,P005,2024-04-02,5,134.1
W000745,S00061,P005,2024-03-07,6,160.92
W000746,S00061,P005,2024-05-01,7,187.74
W000747,S00061,P005,2024-04-17,8,214.56
W000748,S00061,P005,2024-05-10,5,134.1
W000749,S00061,P005,2024-03-14,7,187.74
W000750,S00061,P005,2024-05-06,4,107.28
W000751,S00061,P005,2024-03-16,5,134.1
W000752,S00061,P005,2024-04-06,7,187.74
W000753,S00061,P005,2024-03-11,6,160.92
W000754,S00062,P005,2024-04-23,6,160.92
W000755,S00062,P005,2024-03-07,5,134.1
W000756,S00062,P005,2024-04-20,4,107.28
W000757,S00062,P005,2024-05-04,6,160.92
W000758,S00062,P005,2024-04-17,4,107.28
W000759,S00062,P005,2024-03-31,6,160.92
W000760,S00062,P005,2024-04-19,5,134.1
W000761,S00062,P005,2024-03-11,5,134.1
W000762,S00063,P005,2024-04-06,6,160.92
W000763,S00063,P005,2024-04-30,5,134.1
W000764,S00063,P005,2024-03-18,5,134.1
W000765,S00063,P005,2024-05-19,8,214.56
W000766,S00063,P005,2024-04-27,8,214.56
W000767,S00063,P005,2024-03-01,8,214.56
W000768,S00063,P005,2024-03-11,7,187.74
W000769,S00063,P005,2024-03-03,4,107.28
W000770,S00064,P005,2024-03-31,8,214.56
W000771,S00064,P005,2024-04-08,8,214.56
W000772,S00064,P005,2024-03-16,5,134.1
W000773,S00064,P005,2024-03-07,5,134.1
W000774,S00064,P005,2024-05-20,6,160.92
W000775,S00064,P005,2024-04-23,7,187.74
W000776,S00064,P005,2024-04-28,4,107.28
W000777,S00064,P005,2024-03-09,8,214.56
W000778,S00064,P005,2024-03-15,6,160.92
W000779,S00064,P005,2024-05-03,5,134.1
W000780,S00064,P005,2024-05-08,8,214.56
W000781,S00064,P005,2024-03-03,7,187.74
W000782,S00065,P005,2024-03-11,7,187.74
W000783,S00065,P005,2024-05-07,7,187.74
W000784,S00065,P005,2024-04-16,4,107.28
W000785,S00065,P005,2024-03-09,7,187.74
W000786,S00065,P005,2024-05-19,6,160.92
W000787,S00065,P005,2024-05-09,6,160.92
W000788,S00065,P005,2024-05-04,4,107.28
W000789,S00065,P005,2024-05-14,6,160.92
W000790,S00065,P005,2024-05-10,4,107.28
W000791,S00065,P005,2024-03-03,6,160.92
W000792,S00066,P005,2024-05-20,7,187.74
W000793,S00066,P005,2024-03-14,5,134.1
W000794,S00066,P005,2024-05-14,5,134.1
W000795,S00066,P005,2024-04-12,4,107.28
W000796,S00066,P005,2024-03-18,7,187.74
W000797,S00066,P005,2024-03-06,4,107.28
W000798,S00066,P005,2024-04-15,6,160.92
W000799,S00066,P005,2024-05-09,5,134.1
W000800,S00066,P005,2024-04-13,4,107.28
W000801,S00066,P005,2024-03-23,5,134.1
W000802,S00066,P005,2024-04-29,4,107.28
W000803,S00067,P005,2024-04-09,4,152.56
W000804,S00067,P005,2024-05-05,6,228.84
W000805,S00067,P005,2024-04-20,7,266.98
W000806,S00067,P005,2024-05-09,7,266.98
W000807,S00067,P005,2024-04-30,7,266.98
W000808,S00067,P005,2024-04-02,7,266.98
W000809,S00067,P005,2024-03-05,6,228.84
W000810,S00067,P005,2024-03-25,5,190.7
W000811,S00067,P005,2024-04-06,7,266.98
W000812,S00067,P005,2024-04-15,7,266.98
W000813,S00067,P005,2024-03-07,6,228.84
W000814,S00067,P005,2024-04-12,8,305.12
W000815,S00067,P005,2024-04-04,6,228.84
W000816,S00068,P005,2024-04-24,4,152.56
W000817,S00068,P005,2024-03-11,6,228.84
W000818,S00068,P005,2024-04-25,6,228.84
W000819,S00068,P005,2024-05-17,6,228.84
W000820,S00068,P005,2024-03-24,7,266.98
W000821,S00068,P005,2024-05-09,8,305.12
W000822,S00068,P005,2024-04-07,7,266.98
W000823,S00068,P005,2024-04-11,5,190.7
W000824,S00068,P005,2024-03-14,7,266.98
W000825,S00069,P005,2024-04-27,8,305.12
W000826,S00069,P005,2024-03-06,7,266.98
W000827,S00069,P005,2024-04-15,4,152.56
W000828,S00069,P005,2024-04-25,5,190.7
W000829,S00069,P005,2024-04-05,4,152.56
W000830,S00069,P005,2024-03-08,5,190.7
W000831,S00069,P005,2024-03-10,6,228.84
W000832,S00069,P005,2024-04-21,6,228.84
W000833,S00069,P005,2024-04-16,7,266.98
W000834,S00069,P005,2024-05-05,8,305.12
W000835,S00069,P005,2024-03-21,4,152.56
W000836,S00069,P005,2024-03-04,8,305.12
W000837,S00069,P005,2024-03-19,5,190.7
W000838,S00070,P005,2024-04-17,7,266.98
W000839,S00070,P005,2024-05-20,8,305.12
W000840,S00070,P005,2024-04-26,7,266.98
W000841,S00070,P005,2024-03-10,8,305.12
W000842,S00070,P005,2024-05-13,4,152.56
W000843,S00070,P005,2024-03-18,6,228.84
W000844,S00070,P005,2024-05-07,6,228.84
W000845,S00070,P005,2024-04-16,7,266.98
W000846,S00070,P005,2024-04-20,5,190.7
W000847,S00070,P005,2024-04-10,8,305.12
W000848,S00070,P005,2024-04-05,6,228.84
W000849,S00070,P005,2024-04-01,7,266.98
W000850,S00070,P005,2024-03-15,5,190.7
W000851,S00070,P005,2024-03-04,4,152.56
W000852,S00070,P005,2024-03-24,5,190.7
W000853,S00071,P005,2024-04-27,6,228.84
W000854,S00071,P005,2024-03-23,6,228.84
W000855,S00071,P005,2024-04-26,5,190.7
W000856,S00071,P005,2024-03-12,5,190.7
W000857,S00071,P005,2024-04-10,6,228.84
W000858,S00071,P005,2024-04-14,8,305.12
W000859,S00071,P005,2024-03-09,5,190.7
W000860,S00071,P005,2024-05-10,4,152.56
W000861,S00071,P005,2024-05-09,5,190.7
W000862,S00072,P005,2024-03-31,8,305.12
W000863,S00072,P005,2024-05-03,4,152.56
W000864,S00072,P005,2024-03-04,4,152.56
W000865,S00072,P005,2024-04-16,6,228.84
W000866,S00072,P005,2024-05-10,7,266.98
W000867,S00072,P005,2024-05-13,7,266.98
W000868,S00072,P005,2024-04-17,8,305.12
W000869,S00072,P005,2024-04-29,7,266.98
W000870,S00072,P005,2024-05-16,7,266.98
W000871,S00072,P005,2024-03-17,8,305.12
